사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,경인선,1815,부개,"1,951",15,"10,950","2,602","19,393","5,086","49,038","7,320","44,353","14,962","27,290","9,223","19,326","7,627","16,553","8,565","17,253","10,253","15,439","12,060","12,731","12,799","11,848","16,111","13,617","20,703","14,843","23,827","14,970","35,106","9,693","32,684","7,049","21,432","6,038","21,037","4,372","19,488","2,345","12,302",333,"4,071",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경인선,1816,간석,419,27,"6,610","1,137","14,174","3,000","30,397","4,793","28,727","10,482","16,659","7,006","12,148","6,327","10,922","6,421","11,559","7,639","11,170","8,393","9,126","9,103","8,770","10,475","10,061","13,704","11,190","17,500","11,661","23,967","7,654","23,469","5,886","15,084","5,314","13,693","4,234","12,746","2,117","8,826",182,"3,493",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경인선,1817,도원,688,11,"2,771","1,358","4,648","2,469","9,126","9,588","8,675","34,534","7,249","6,272","6,530","6,515","6,783","5,278","8,809","5,425","8,397","6,137","6,958","5,851","8,584","6,649","16,985","8,335","12,762","7,981","11,823","8,787","6,927","7,651","3,896","5,664","3,727","4,460","2,740","4,491",589,"3,256",47,"2,035",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경인선,1821,온수(성공회대입구),163,1,"5,774","1,562","10,272","6,392","26,597","14,316","28,719","19,754","18,316","13,057","13,211","9,549","12,905","8,898","15,071","9,719","13,937","10,079","12,445","10,707","13,587","11,763","17,935","13,859","19,902","16,731","17,274","25,961","9,280","24,685","7,488","15,739","8,315","15,151","5,421","13,847","3,499","9,960",362,"1,829",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경인선,1822,중동,665,4,"12,092","1,860","20,313","4,834","50,655","7,464","42,510","16,899","27,274","11,271","18,474","8,676","16,775","10,277","17,241","11,656","16,380","12,650","13,326","13,140","13,063","15,176","14,842","18,912","15,264","25,101","16,408","34,687","9,803","34,175","8,259","22,213","6,738","19,758","4,937","18,507","2,254","14,411",283,"3,623",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경인선,1823,도화,313,2,"4,314","2,391","7,721","3,734","17,790","4,723","18,528","9,383","10,221","4,206","8,063","4,635","7,191","4,406","7,315","5,621","6,861","5,683","5,979","5,813","6,382","6,992","8,564","8,489","9,593","9,725","8,168","11,231","4,715","11,226","3,190","7,809","2,329","7,189","1,623","6,183",977,"5,161",39,"2,223",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1008,이촌(국립중앙박물관),86,25,"1,431",816,"4,599","2,545","10,494","5,102","12,481","9,295","10,097","7,250","8,069","4,484","7,901","4,112","8,006","4,282","8,441","5,603","7,902","5,409","8,089","6,373","9,807","7,087","12,010","7,876","12,568","10,299","8,504","8,353","6,757","6,151","6,714","5,293","4,736","5,478","2,063","3,526",137,"1,101",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1009,서빙고,46,0,"1,011",640,"1,898","2,691","3,589","4,839","4,531","9,230","4,173","4,785","3,523","3,857","3,282","2,620","3,560","2,610","4,514","3,633","3,727","2,544","4,326","3,390","4,559","3,868","6,451","4,449","7,869","5,011","3,439","4,460","3,216","2,821","3,056","2,052","2,128","2,084",601,"1,428",45,501,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1010,한남,142,0,"2,237",901,"3,581","6,094","6,075","10,459","8,286","16,248","6,697","14,430","6,108","8,163","6,634","6,499","7,403","6,703","6,764","7,401","7,323","6,085","9,126","6,598","10,578","7,780","15,385","8,421","18,684","10,127","9,673","8,052","7,142","5,160","6,573","4,571","5,495","3,847","2,467","2,550",133,"1,006",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1011,옥수,3,0,4,12,10,47,27,30,71,386,86,58,16,189,17,216,10,75,19,44,27,18,23,11,381,18,423,26,35,30,428,20,20,16,10,15,17,12,40,1,1,1,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1012,응봉,150,1,"1,349",299,"3,686","1,324","8,271","2,155","9,340","2,842","6,346","1,754","4,086","1,567","3,572","1,591","3,762","1,884","3,018","2,548","2,480","2,916","2,682","3,523","2,986","4,176","3,196","4,983","3,236","6,161","2,313","6,231","1,540","3,538","1,426","3,404",962,"2,877",406,"2,261",36,655,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1013,왕십리(성동구청),966,7,"6,317","1,047","10,461","6,115","30,467","14,503","46,737","28,312","29,945","26,007","18,813","22,817","19,137","25,206","22,491","27,723","26,875","30,702","27,166","30,486","30,293","32,256","37,526","38,625","42,353","48,380","42,440","78,606","33,573","66,825","32,370","38,540","38,177","31,461","38,087","31,086","18,885","17,196","2,062","6,780",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1014,청량리(서울시립대입구),"1,152",1,"7,973","1,354","9,957","13,374","32,491","18,892","38,974","28,630","34,563","40,503","34,009","32,355","27,772","39,061","33,352","36,982","36,309","36,741","36,936","37,632","41,462","41,671","39,666","43,721","43,370","43,632","39,335","58,549","35,095","47,327","38,919","26,358","20,422","23,473","16,309","20,088","6,548","11,998",438,"5,230",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1016,외대앞,641,5,"6,347","1,826","10,186","4,447","23,076","7,025","30,260","33,092","20,446","17,690","15,690","25,517","16,280","20,294","18,401","20,103","19,133","14,890","21,007","18,816","22,761","16,084","24,681","18,776","32,470","23,111","27,839","29,682","18,971","26,418","16,291","18,062","17,986","18,139","14,762","18,110","9,068","15,615",471,"4,393",0,3,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1017,신이문,"1,442",6,"10,195","1,899","18,389","3,929","47,216","5,242","50,733","9,874","29,961","6,504","19,985","6,723","15,795","7,553","15,696","9,534","14,490","10,875","12,260","12,193","11,549","15,741","11,774","19,196","11,536","24,012","12,283","34,991","8,737","31,942","5,876","21,017","4,484","18,605","3,250","19,481","1,602","12,564",103,"3,135",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1018,석계,"1,373",11,"8,115","3,057","16,475","6,544","31,342","7,877","37,162","15,406","26,938","11,347","20,882","10,646","17,976","11,422","17,841","13,439","18,060","14,323","15,753","16,156","16,442","19,481","17,084","23,990","18,671","32,103","17,832","43,627","12,821","40,217","10,528","26,000","9,898","23,265","8,629","22,819","4,238","14,127",328,"3,550",0,9,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1019,광운대,"1,969",6,"7,258","2,001","15,702","4,089","39,921","8,021","36,177","28,450","21,710","16,660","15,958","16,388","14,768","20,148","16,072","15,221","16,102","15,938","16,155","16,061","17,546","14,673","20,646","17,837","25,092","21,626","21,737","30,391","12,339","28,405","11,597","18,902","10,853","16,095","11,877","16,703","5,539","13,210",579,"7,314",0,20,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1020,월계,972,17,"5,787","1,873","9,148","4,048","22,114","10,101","23,547","14,930","16,297","21,418","13,114","12,810","12,727","7,950","13,865","10,828","13,329","12,240","11,143","10,345","14,017","10,660","20,836","13,923","21,594","16,124","16,000","19,639","9,361","18,597","7,858","12,049","7,580","10,307","6,254","9,851","2,073","6,909",224,"1,947",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1021,녹천,"1,232",5,"5,310","1,066","9,783","2,001","25,770","4,781","24,272","5,515","15,571","3,525","10,771","4,044","8,660","3,849","9,340","4,856","7,820","5,011","7,045","5,579","6,167","7,007","7,644","9,149","7,833","10,901","6,383","15,780","4,104","16,294","3,013","10,529","2,754","9,355","2,189","8,840",781,"6,866",113,"2,099",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1022,창동,0,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,1,0,0,0,3,0,0,0,1,0,1,0,2,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1901,방학,481,2,"12,869","1,686","17,887","5,893","38,571","9,627","38,133","22,683","27,079","13,704","20,803","12,253","18,291","11,535","20,755","13,729","19,304","14,712","16,627","16,075","16,160","19,734","17,156","23,631","18,637","25,702","20,514","35,111","12,173","33,249","8,953","20,545","7,760","18,245","5,885","15,283","2,267","10,536",239,"2,756",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1902,도봉,225,2,"8,743","1,386","11,952","3,832","23,989","4,426","24,721","12,575","17,271","9,868","13,277","9,063","12,132","7,314","11,462","8,615","11,771","9,297","11,333","10,189","10,978","11,786","10,684","14,711","11,770","15,570","12,604","19,463","6,520","19,373","4,349","11,725","3,465","11,377","2,468","9,295","1,109","6,193",146,"1,942",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1903,도봉산,121,4,"7,442",890,"11,137","3,277","28,057","4,885","25,815","10,708","18,107","17,393","14,363","20,964","14,799","16,390","17,034","13,871","19,774","12,707","21,971","11,967","23,835","11,307","24,248","10,991","21,392","11,601","17,491","12,478","11,362","11,296","6,920","6,994","4,928","6,778","3,002","6,342","1,255","5,052",174,"2,318",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1904,망월사,452,5,"8,600","1,351","14,776","4,550","32,193","6,864","31,025","30,873","22,374","29,375","16,963","17,755","17,102","12,290","19,828","12,068","18,063","14,824","15,803","12,735","19,055","16,348","22,816","18,514","26,985","22,482","17,542","27,659","10,271","29,104","8,639","19,485","7,732","16,228","7,545","14,815","3,725","11,052",595,"3,467",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1905,회룡,"1,047",9,"16,817","2,028","29,828","7,776","68,179","8,626","57,681","13,570","40,180","13,157","30,952","12,693","26,889","14,322","25,763","16,428","23,143","17,558","18,548","21,511","17,420","25,525","17,909","30,606","17,001","39,248","15,889","45,059","10,890","52,238","8,444","33,849","6,981","26,420","5,434","23,770","2,219","16,187",182,"6,607",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1906,의정부,"2,767",12,"11,786","2,217","24,621","11,668","51,852","18,386","51,254","41,602","35,600","45,906","30,673","37,502","33,029","40,897","36,003","42,802","38,431","47,865","40,980","45,267","45,858","42,732","52,498","52,015","54,992","58,064","57,325","65,492","41,589","66,974","39,548","43,509","30,662","33,073","24,436","28,399","12,329","18,642",943,"11,998",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1907,가능,400,3,"9,443","2,026","14,727","5,864","29,550","5,717","28,648","21,231","20,043","9,683","15,287","8,138","13,612","7,187","13,390","7,537","11,980","10,066","10,860","9,549","10,028","10,775","9,915","13,662","14,463","17,599","12,319","22,463","7,922","23,137","6,404","16,054","5,253","11,272","3,956","12,617","1,895","8,627",148,"2,767",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1908,녹양,282,1,"5,792",787,"11,990","3,391","22,343","5,093","21,825","10,915","13,662","5,425","10,950","4,641","8,992","4,717","8,850","5,369","8,467","6,172","7,590","6,320","7,241","8,056","7,043","10,154","9,487","11,395","10,429","16,436","5,616","16,237","3,968","12,729","3,184","9,124","2,433","11,227","1,089","7,042",80,"2,427",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1909,양주,"1,504",4,"6,870","1,725","16,824","7,344","41,175","14,845","39,699","15,145","29,052","10,639","20,839","10,079","17,811","8,254","17,217","11,059","16,593","11,154","13,252","12,043","13,868","14,289","14,644","18,481","16,873","20,482","19,828","27,972","11,131","27,731","6,361","20,951","4,938","16,044","3,443","17,997","1,194","11,217",72,"4,585",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1910,덕계,0,0,"2,351",530,"6,382","2,297","12,800","2,789","12,037","3,582","5,967","2,648","5,042","2,050","4,114","1,826","4,085","2,638","3,614","2,016","3,107","3,006","3,444","3,473","3,615","5,361","4,673","5,118","3,842","7,575","2,036","6,689","1,415","5,657",788,"4,142",579,"3,975",310,"3,235",12,849,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1911,덕정,0,0,"4,470","1,467","10,928","5,595","26,827","10,037","29,531","27,573","15,007","12,684","13,284","8,975","12,409","8,887","12,066","10,852","12,492","7,056","10,567","8,530","13,673","9,660","16,507","15,615","18,137","16,917","17,147","19,711","8,936","19,107","6,571","14,867","5,569","12,717","3,941","9,992","1,853","10,813",194,"2,409",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1912,지행,32,0,"5,223",278,"12,868","3,632","27,370","6,465","31,861","16,028","20,075","9,624","13,797","9,243","14,005","7,861","13,796","8,550","13,926","11,039","10,543","10,944","10,846","13,413","14,282","16,609","14,154","22,729","16,372","24,503","8,892","27,085","8,280","17,693","6,710","13,551","5,614","14,326","2,932","12,623",132,"3,705",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1913,동두천중앙,24,0,"2,662",35,"6,538","3,000","12,176","6,901","13,203","12,979","10,496","6,590","7,355","5,392","7,944","6,618","8,874","5,931","8,130","6,210","6,847","6,173","6,601","7,032","8,127","6,934","8,405","9,524","9,421","9,101","4,212","9,145","3,038","6,552","2,256","4,996","1,496","5,407",565,"3,990",4,"1,711",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1914,보산,41,1,"1,482",54,"3,434","1,646","5,551","3,499","5,678","3,500","5,134","2,140","3,921","1,592","3,771","1,852","3,474","2,258","3,425","2,398","2,867","2,752","2,881","3,000","3,577","3,175","5,811","4,998","4,185","5,106","2,424","5,934","1,731","4,087","1,121","3,059",644,"3,456",290,"1,878",11,"1,191",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1915,동두천,22,1,"1,045",5,"3,674","5,390","6,493","11,310","8,183","9,189","5,914","7,976","3,969","5,138","4,032","4,401","4,321","3,332","3,983","4,302","3,553","4,141","4,773","4,938","6,159","4,453","6,758","6,595","6,894","6,945","3,711","6,091","2,524","4,560","1,362","3,375",788,"3,831",507,"2,048",7,"1,185",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,경원선,1916,소요산,97,2,"1,151",8,"1,404","3,298","6,903","3,520","8,491","6,089","7,268","4,668","7,847","15,896","7,243","16,844","9,413","16,551","12,920","10,736","16,898","9,030","20,085","7,076","18,344","6,318","13,833","7,817","8,928","4,632","4,525","2,734","3,103","2,201","1,597","2,252",620,"1,781",181,998,3,"1,025",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1751,산본,524,4,"10,376","2,351","26,900","7,907","70,552","17,226","65,422","36,534","39,071","28,866","31,059","22,830","28,245","25,444","29,648","31,227","29,633","33,389","28,946","32,602","32,143","35,111","34,026","38,255","36,341","50,774","40,747","75,698","28,937","72,786","24,330","43,344","23,288","34,456","20,353","30,077","8,611","21,610","1,675","9,592",4,"1,067",0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1752,대야미,2,0,"2,371","1,196","7,521","4,467","17,906","5,965","19,339","9,605","11,766","6,508","8,465","5,302","7,698","5,174","7,582","5,191","8,299","5,091","7,333","5,942","7,978","6,905","8,632","8,793","9,860","10,222","11,943","14,093","7,469","12,211","5,085","8,779","4,393","8,548","2,224","7,985","1,054","5,371",382,"1,922",0,2,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1753,반월,4,0,"3,649","1,487","8,130","3,881","19,178","5,243","20,996","8,820","13,887","4,732","10,241","4,332","9,006","4,647","8,522","4,952","8,252","5,904","7,148","6,555","6,354","8,355","7,626","10,274","10,358","11,812","10,661","16,764","6,228","13,113","4,215","11,417","3,422","10,405","2,141","9,137","1,056","6,165",368,"2,181",1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1754,상록수,493,42,"17,352","3,988","40,716","11,270","94,896","20,452","96,766","35,087","56,712","29,493","40,784","23,991","35,935","20,901","35,850","20,148","33,755","24,891","28,297","25,432","29,781","30,056","34,450","39,616","41,967","52,731","37,616","81,600","24,789","78,783","18,545","53,630","16,733","49,332","12,168","43,416","6,068","29,227","1,400","13,928",1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1755,한대앞,182,3,"6,796","1,048","16,982","4,554","33,603","9,223","31,448","23,936","20,817","18,047","16,892","15,333","15,530","10,079","15,957","12,618","15,292","12,070","14,411","12,861","15,127","14,034","18,601","17,424","23,113","22,898","21,450","33,119","12,221","29,101","10,082","20,878","9,924","15,716","8,895","16,729","4,293","10,687",713,"5,081",1,1,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1756,중앙,332,11,"9,105","1,131","26,504","10,776","57,956","18,375","51,717","40,621","30,735","34,586","26,786","24,146","27,316","23,778","29,876","27,624","30,198","32,599","28,527","32,575","30,798","33,036","37,229","39,034","43,310","52,665","43,428","73,607","31,481","65,663","30,516","41,239","32,316","34,562","29,079","29,113","12,927","23,384","2,290","10,899",0,18,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1757,고잔,378,29,"5,280",543,"15,736","5,218","34,516","13,340","26,777","31,230","18,387","17,434","15,614","14,962","14,977","13,174","14,927","13,212","14,580","14,204","14,792","13,265","15,316","12,717","17,301","14,484","22,029","19,561","25,173","25,690","12,580","23,288","9,986","16,651","10,324","12,529","7,271","12,282","2,710","11,203",412,"6,162",2,92,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1758,초지,256,2,"2,115",318,"5,984","5,200","14,645","9,213","12,554","16,041","8,768","16,027","6,426","10,028","6,517","5,850","7,110","5,877","6,398","7,942","5,705","5,439","7,709","5,782","10,943","6,259","14,178","8,315","11,866","10,255","6,089","10,125","4,158","6,774","3,066","5,697","1,923","5,537",674,"3,632",118,"1,577",1,49,0,0,0,0,2019-06-03 10:56:25
2019-05,안산선,1759,안산,"2,028",6,"15,362",863,"18,467","19,335","30,212","48,148","32,979","39,462","29,485","17,976","24,782","16,561","22,788","17,923","23,386","18,487","23,365","20,320","23,031","19,917","24,203","21,642","27,841","25,159","52,294","33,056","56,884","37,094","31,431","33,720","28,369","23,857","17,900","22,018","7,501","17,868","2,517","11,291",384,"4,787",3,369,0,0,0,0,2019-06-03 10:56:25
