사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,6호선,2643,상월곡(한국과학기술연구원),9,0,"5,272","1,017","9,532","3,539","27,595","4,254","30,961","20,444","17,197","10,776","11,335","13,133","10,575","9,778","10,977","8,284","11,774","9,037","10,509","8,492","9,722","9,128","13,284","11,693","13,197","12,732","13,754","20,834","8,846","20,148","5,304","12,185","7,631","10,616","3,512","12,096","1,751","8,538",256,"2,771",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,6호선,2644,돌곶이,9,0,"6,149",990,"12,122","4,690","33,026","7,356","39,476","20,005","21,741","13,887","15,375","10,107","14,227","9,782","14,804","11,141","15,324","12,184","13,294","11,706","13,453","13,848","14,128","16,222","16,590","20,499","17,469","28,367","12,562","26,354","8,080","16,632","7,297","14,459","6,647","15,087","3,239","10,319",607,"3,839",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,6호선,2645,석계,948,6,"8,692","2,861","21,917","6,873","57,561","9,535","65,461","18,868","37,262","13,771","25,336","12,951","21,328","14,790","22,408","16,129","22,037","17,632","18,629","18,526","18,797","21,970","20,826","28,282","22,405","36,157","22,380","52,120","15,919","54,012","12,027","33,391","10,864","30,532","9,891","29,524","6,654","21,021","1,315","6,972",0,26,0,0,0,0,2019-06-03 10:56:25
2019-05,6호선,2646,태릉입구,23,0,"4,339","1,148","8,087","4,394","21,153","5,868","25,924","13,903","14,128","12,075","10,071","11,456","9,451","14,051","11,255","11,298","10,908","12,631","10,634","13,956","11,266","13,211","13,188","16,167","12,912","19,597","13,517","28,293","9,551","26,678","8,374","15,919","7,654","14,377","5,786","13,908","3,157","11,174",548,"5,548",0,37,0,0,0,0,2019-06-03 10:56:25
2019-05,6호선,2647,화랑대(서울여대입구),8,1,"6,828",866,"22,977","4,006","72,966","9,198","71,417","21,485","36,430","17,523","23,382","11,607","21,305","10,900","21,459","10,722","19,990","11,860","18,376","12,857","20,291","13,877","23,865","19,078","26,225","22,511","23,052","40,971","11,488","39,186","8,785","24,639","7,024","21,518","5,158","24,884","2,644","16,958",264,"5,835",1,148,0,0,0,0,2019-06-03 10:56:25
2019-05,6호선,2648,봉화산(서울의료원),21,0,"6,185","1,442","18,789","4,684","58,613","7,876","54,329","13,185","27,151","8,556","19,199","7,679","16,733","8,042","16,018","9,796","14,569","11,817","12,542","11,990","12,229","15,097","13,958","17,440","15,682","23,551","14,894","34,659","8,307","36,987","6,190","22,383","5,169","20,379","4,580","21,709","2,094","13,688",287,"4,870",0,751,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2711,장암,1,0,"1,378",189,"7,254","1,629","19,716","1,684","13,326","2,134","5,438","2,295","3,197","2,597","2,499","1,713","2,785","1,571","2,758","1,360","2,765","1,226","3,230","1,488","3,680","1,249","4,648","1,765","3,886","2,905","2,419","3,117","1,528","1,830","1,141","1,114",513,"1,199",218,"1,025",18,326,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2712,도봉산,28,1,"4,947",685,"17,910","5,842","62,568","8,589","46,880","20,342","26,670","23,163","16,546","22,053","15,305","15,591","15,959","14,769","15,558","15,127","15,182","14,411","16,187","16,611","20,223","19,333","19,275","24,429","15,938","36,391","8,616","45,236","5,351","29,226","4,081","26,873","3,531","27,614","1,288","20,219",210,"8,590",4,"1,582",0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2713,수락산,12,0,"10,382",760,"25,813","6,368","61,954","9,579","57,606","18,746","37,109","19,565","26,307","18,817","22,901","17,004","24,294","17,414","23,763","17,161","22,496","17,974","22,562","21,228","22,869","25,758","24,143","31,907","25,187","44,987","16,344","53,137","11,019","34,012","9,061","28,357","6,472","28,274","3,117","20,710",393,"7,797",2,295,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2714,마들,25,0,"10,036","1,935","24,100","4,827","69,806","8,818","64,435","11,392","35,916","10,746","25,115","10,155","21,419","10,818","22,908","12,832","19,237","14,848","16,623","16,263","16,025","20,167","16,720","23,502","16,371","29,272","14,662","41,445","9,890","47,302","6,944","30,035","5,353","25,870","4,132","25,854","1,969","18,731",333,"6,997",0,76,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2715,노원,78,2,"8,667","2,500","17,438","9,046","44,127","23,215","46,042","48,997","33,364","48,824","31,676","38,821","35,014","34,305","38,763","39,799","40,836","45,184","41,071","44,972","45,784","45,490","49,868","49,724","50,099","56,471","55,322","73,734","38,279","67,025","37,035","35,734","30,740","28,974","32,165","25,739","12,393","19,405","2,446","7,263",1,156,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2716,중계,12,1,"10,332","2,143","27,337","6,743","74,027","21,061","76,868","36,587","42,867","21,525","30,547","16,167","27,760","15,545","27,398","17,247","26,583","20,274","23,196","19,316","24,558","22,282","29,744","25,516","27,557","33,963","24,295","51,691","14,875","55,798","11,689","33,702","13,988","31,849","11,110","30,339","5,660","20,289","1,250","7,075",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2717,하계,14,1,"9,140","1,377","27,722","7,818","81,675","22,121","87,659","32,002","49,323","29,035","34,948","21,752","33,188","21,538","35,812","27,479","32,653","31,914","30,804","28,685","34,284","31,594","42,086","35,263","40,192","44,116","36,093","63,462","22,947","68,330","17,657","41,164","16,246","36,431","14,992","35,802","5,625","25,910",983,"9,364",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2718,공릉(서울과학기술대),39,0,"7,479","1,409","15,755","5,642","44,668","15,927","50,622","36,177","29,087","21,579","21,721","18,804","20,484","14,512","22,572","18,227","23,242","20,464","20,742","17,619","22,555","21,179","30,648","24,280","30,477","31,553","34,384","44,038","19,918","45,645","15,660","28,156","15,004","25,516","13,944","24,658","8,271","19,304","1,651","7,261",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2719,태릉입구,112,1,"7,610","1,691","8,650","7,373","24,026","11,640","29,454","29,338","20,010","20,249","14,866","16,542","14,024","19,236","17,782","15,322","18,261","16,861","19,238","16,493","23,814","16,692","26,099","19,271","30,461","22,253","31,567","29,582","20,682","27,829","16,230","17,910","15,169","16,421","11,662","16,442","5,338","10,615",808,"5,213",6,"1,446",0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2720,먹골,14,0,"8,409",868,"15,303","4,010","43,345","5,791","53,587","15,947","30,644","11,404","19,504","10,950","16,799","11,456","18,342","13,461","18,361","13,980","16,303","14,944","15,701","18,103","17,379","22,720","18,490","27,991","20,636","40,810","13,925","42,647","10,779","24,765","10,116","22,413","7,930","21,708","3,600","14,680",673,"4,983",0,37,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2721,중화,6,0,"9,933","1,221","17,333","5,074","44,514","10,244","56,742","26,138","32,377","15,351","21,173","12,916","18,448","12,889","20,932","13,360","19,430","14,708","16,812","16,569","17,331","19,789","19,276","24,166","21,691","29,609","24,531","41,755","17,210","42,889","12,914","26,703","12,564","23,923","9,859","24,255","4,391","16,151",848,"5,286",0,3,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2722,상봉(시외버스터미널),369,6,"12,438","1,810","20,906","9,899","59,800","17,089","77,720","35,573","41,914","24,097","26,334","17,814","23,725","18,432","25,765","20,550","26,352","22,358","24,054","23,449","24,778","26,129","28,177","31,646","35,084","40,270","39,299","60,962","29,738","61,349","22,282","36,889","21,221","32,786","17,470","30,820","8,716","22,653","1,604","9,755",0,11,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2723,면목,17,0,"12,975","1,367","26,153","6,353","67,905","10,290","87,245","36,381","47,223","23,655","28,752","17,294","24,590","15,217","26,094","20,931","25,752","21,571","22,579","21,291","24,884","26,655","30,352","34,639","29,134","43,168","27,786","59,610","22,091","59,112","15,025","36,580","12,740","34,409","12,201","32,951","5,625","21,854",911,"7,296",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2724,사가정,28,0,"12,274","2,622","23,591","13,065","59,024","13,797","76,154","29,442","45,204","18,685","29,420","17,319","25,993","17,620","27,510","19,643","26,477","20,466","23,774","21,929","23,730","27,273","27,838","33,567","31,166","41,919","30,458","61,442","22,994","59,255","16,986","36,947","14,152","33,183","11,843","32,445","5,748","19,462","1,185","7,054",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2725,용마산,3,0,"5,619",749,"11,767","2,930","30,075","4,636","37,000","11,145","20,155","7,839","11,482","6,602","10,415","5,738","10,303","6,918","9,404","8,138","8,183","7,838","8,545","10,065","9,368","12,171","9,444","15,065","9,594","22,274","6,529","22,300","4,333","14,160","3,245","13,658","2,558","14,136","1,296","9,184",280,"3,406",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2726,중곡,0,0,"6,340",728,"14,059","6,266","36,851","12,072","54,303","21,630","31,923","12,458","19,400","10,563","16,732","9,581","17,011","10,792","16,589","12,081","14,409","12,704","14,440","15,598","17,939","18,260","20,570","23,023","17,463","33,995","12,487","32,668","8,451","20,741","7,237","19,619","5,786","18,891","2,426","12,648",523,"3,835",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2727,군자(능동),88,3,"8,948","1,037","15,786","8,712","39,252","10,528","64,742","28,181","40,833","20,490","23,166","12,798","20,223","11,786","22,218","12,908","22,221","14,774","20,758","15,361","20,314","18,684","24,520","21,196","29,167","26,837","37,760","40,864","24,950","38,652","20,225","23,349","19,028","21,961","16,417","20,889","8,003","13,705","1,609","4,588",0,77,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2728,어린이대공원(세종대),18,0,"5,060","1,411","8,327","9,912","20,050","18,278","36,262","81,258","25,036","63,514","17,581","65,474","23,234","47,417","31,065","39,291","35,436","44,391","41,674","35,526","44,200","27,783","52,842","25,359","63,811","28,519","58,394","37,248","35,040","30,830","27,707","20,075","29,369","18,344","32,083","18,242","21,628","13,368","4,789","4,929",1,102,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2729,건대입구,47,0,"5,272","1,068","5,788","8,874","14,899","21,252","24,160","50,314","19,586","39,368","16,153","35,021","17,912","30,862","21,477","32,423","25,433","33,281","29,361","31,951","36,981","30,813","39,947","32,718","50,592","40,427","48,838","60,446","38,424","46,886","42,130","25,356","39,858","20,857","36,842","17,605","21,842","10,026","3,664","5,481",0,612,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2730,뚝섬유원지,12,1,"5,593",782,"10,471","4,957","24,675","8,122","36,324","16,827","24,675","11,587","14,356","12,784","13,676","17,260","14,279","19,330","16,150","24,759","16,967","27,657","19,367","31,535","21,857","35,097","26,460","42,248","30,742","52,712","31,514","44,664","32,695","27,375","39,984","19,050","31,218","16,328","14,449","8,992","1,740","2,721",0,12,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2731,청담,39,1,"3,417","4,090","8,197","26,951","13,814","66,454","20,783","173,141","17,426","110,142","16,073","42,407","19,585","29,658","21,881","26,931","23,790","28,492","26,646","25,258","36,353","23,429","41,131","24,126","60,596","26,383","119,334","30,677","72,257","21,432","42,668","14,144","40,070","13,357","32,564","10,134","10,549","6,706","1,480","4,504",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2732,강남구청,8,0,"2,084","1,694","4,532","13,253","8,170","32,968","12,189","116,147","10,958","98,267","11,060","39,362","13,024","25,712","15,234","22,626","18,654","24,349","21,920","21,284","27,967","19,825","28,969","19,618","39,872","20,620","89,774","23,383","55,922","16,886","37,000","11,111","35,326","9,285","28,522","7,290","11,637","5,153","1,943","2,539",1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2733,학동,3,0,"3,339","1,765","6,300","22,534","10,284","52,128","14,568","196,806","13,780","144,174","13,245","49,396","16,381","31,676","21,369","26,132","24,234","28,624","28,480","24,144","33,581","21,254","40,004","20,180","58,245","22,261","162,294","24,359","82,868","16,363","42,842","10,942","40,886","9,898","31,179","8,515","13,161","6,357","2,202","2,636",2,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2734,논현,36,0,"4,202","1,474","6,251","17,352","11,393","47,802","19,705","130,544","17,618","104,453","14,839","40,704","16,318","26,582","18,173","24,801","21,088","27,632","24,292","25,117","28,444","23,851","31,235","25,854","49,575","30,895","109,203","41,584","67,222","28,690","42,527","17,144","45,530","13,653","43,960","11,445","23,286","7,571","4,498","3,094",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2735,반포,5,0,"1,397",746,"4,078","7,108","11,283","13,465","16,553","25,644","11,795","20,960","8,245","11,344","8,125","11,334","9,435","13,033","10,470","11,537","10,590","10,585","12,434","10,869","16,245","11,770","18,675","12,330","22,437","14,900","15,756","10,987","12,349","7,041","13,968","6,127","11,101","6,184","3,480","3,753",528,"1,268",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2736,고속터미널,47,0,"2,115","2,985","4,027","25,283","12,018","43,645","23,671","67,950","28,994","49,438","29,782","36,981","32,628","35,542","35,696","32,649","35,840","35,706","35,960","34,390","43,104","31,328","48,334","30,652","63,404","32,598","71,598","38,864","52,003","26,800","52,422","15,248","48,074","12,966","37,601","7,878","16,590","5,190","1,598","1,407",1,2,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2737,내방,4,0,"2,661","1,746","8,228","12,151","21,159","25,146","33,226","89,729","24,298","48,408","18,193","24,371","18,241","17,514","19,191","17,719","20,962","20,369","21,144","20,103","22,750","19,844","27,512","20,790","35,969","24,668","73,983","34,379","32,292","26,192","21,930","16,468","24,030","14,409","18,042","13,797","7,089","8,582","1,303","4,180",1,392,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2738,이수,25,2,"6,099","1,188","11,627","9,414","31,654","16,236","54,305","47,212","33,843","34,602","24,390","23,770","22,699","21,228","24,650","22,809","27,441","24,964","27,136","25,818","28,086","27,482","30,124","31,218","33,999","40,131","48,680","62,684","29,910","48,579","28,546","28,439","30,628","24,880","28,567","21,961","16,587","13,546","3,342","4,977",0,186,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2739,남성,5,0,"6,994",911,"14,585","5,665","45,175","7,419","65,309","18,883","37,258","16,042","22,536","13,271","19,681","13,829","19,372","13,700","19,888","15,833","16,929","15,494","16,322","18,697","17,172","22,704","18,611","28,195","21,285","43,829","12,789","37,242","10,950","23,895","11,213","23,729","8,291","22,846","4,162","14,738",814,"4,939",0,28,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2740,숭실대입구(살피재),52,0,"7,016","1,220","14,828","6,472","45,430","11,276","62,530","49,470","35,835","33,727","24,437","45,267","23,305","29,097","23,482","22,107","26,866","28,216","27,168","24,748","27,238","23,439","41,646","27,633","45,518","33,666","38,312","54,821","25,462","46,812","21,195","29,398","24,411","27,839","20,307","27,326","12,761","20,763","2,458","6,944",0,6,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2741,상도,0,0,"5,272","2,695","13,465","7,660","37,798","9,597","52,099","33,390","31,233","21,598","20,087","23,896","18,637","17,822","19,227","17,393","19,304","17,491","18,482","18,851","20,366","17,333","23,818","20,494","27,680","26,123","29,419","43,050","16,449","34,925","13,703","22,097","15,819","21,575","13,499","21,764","7,972","16,077","1,807","5,282",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2742,장승배기,20,0,"8,401","1,047","14,030","5,585","36,336","10,086","53,645","20,999","32,865","15,931","20,274","12,363","17,948","12,489","18,457","14,117","18,869","15,484","16,257","15,753","16,138","18,282","16,672","21,436","17,714","26,421","20,941","40,388","12,593","33,647","9,900","21,105","9,951","21,226","9,124","20,069","3,677","12,545",793,"4,875",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2743,신대방삼거리,28,0,"11,420","1,308","20,378","7,612","58,688","15,956","93,087","38,783","50,055","24,254","30,549","17,500","27,222","16,398","28,399","17,479","25,824","20,252","23,355","21,270","22,951","25,573","25,127","28,962","27,677","36,344","36,501","63,721","20,863","57,043","16,280","36,357","14,493","33,994","12,048","31,849","5,801","22,032",871,"8,096",0,20,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2744,보라매,29,2,"6,627","2,549","8,140","10,559","22,362","23,658","33,935","48,937","21,225","19,206","15,835","12,596","15,197","11,841","14,608","12,951","15,236","13,495","15,211","12,837","17,265","13,263","22,891","15,191","24,363","18,895","37,479","30,362","16,030","24,464","11,950","14,660","11,210","14,208","9,018","12,999","3,516","9,143",615,"3,340",0,132,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2745,신풍,68,2,"12,876","2,652","16,833","11,542","41,306","12,668","54,923","23,634","33,320","16,750","20,312","14,179","18,186","13,022","19,123","13,124","19,143","14,736","16,719","15,063","16,936","17,963","20,104","20,888","23,863","29,146","24,496","41,910","14,970","34,434","10,615","21,330","9,430","22,716","7,334","21,526","3,259","12,711",589,"4,091",3,824,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2746,대림(구로구청),95,2,"14,458","1,231","10,259","5,105","18,114","8,685","27,121","22,470","21,629","20,572","16,505","20,325","16,133","21,994","18,767","18,631","20,206","20,236","20,204","18,422","21,344","19,582","22,615","20,880","23,550","28,925","26,279","35,438","19,226","24,701","16,093","16,436","13,817","18,621","10,285","15,863","5,636","7,979",814,"2,068",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2747,남구로,30,2,"23,040","2,063","18,472","8,100","36,376","29,494","41,709","114,366","31,229","51,792","20,718","22,527","18,008","18,780","18,616","18,502","19,087","18,973","17,885","18,394","18,990","20,477","22,160","25,027","34,522","40,884","86,415","43,725","42,936","29,153","24,286","20,024","18,531","22,743","12,436","21,620","5,789","11,570",857,"3,067",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2748,가산디지털단지,857,4,"8,965","5,527","10,128","23,581","22,495","105,041","25,675","426,188","21,071","216,339","19,798","59,848","25,475","44,549","32,200","41,515","39,466","42,907","43,861","40,355","53,912","36,874","67,112","35,835","150,976","37,536","343,079","41,947","156,695","32,502","88,468","17,629","79,744","14,548","42,092","13,275","18,272","9,159","2,399","3,261",2,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2749,철산,3,0,"13,322","4,835","33,795","10,852","104,603","18,210","118,271","36,038","63,953","30,779","41,402","24,104","36,675","24,555","37,606","27,889","35,858","32,140","32,237","33,714","33,248","39,295","34,701","46,585","41,607","64,995","45,923","109,177","29,146","102,750","25,565","57,207","25,758","49,986","21,906","46,638","10,633","32,065","1,690","10,902",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2750,광명사거리,176,0,"27,611","6,417","39,275","15,056","108,424","20,174","131,993","31,697","73,603","29,313","46,228","26,704","41,193","28,376","43,071","32,660","41,903","35,704","38,053","37,170","36,518","45,290","40,388","54,153","46,015","68,803","44,709","108,103","31,189","96,736","25,102","55,331","19,660","53,381","14,247","49,197","6,626","30,429","1,068","9,268",0,2,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2751,천왕,29,0,"7,433",953,"15,340","5,166","46,838","8,549","54,906","14,825","28,851","9,564","17,736","7,162","15,255","8,309","14,829","10,504","14,179","11,430","12,763","11,996","12,854","14,369","15,788","16,938","15,328","20,984","15,093","35,900","9,237","35,581","6,684","20,567","4,873","19,287","3,655","18,276","1,666","12,161",274,"4,277",0,86,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2752,온수(성공회대입구),59,1,"8,195","1,569","17,458","5,874","54,450","16,283","65,513","25,462","29,420","19,050","16,348","9,967","14,622","9,605","15,882","11,531","14,378","12,121","12,537","12,505","14,661","13,863","21,038","17,060","23,230","23,203","19,723","44,508","10,343","41,404","8,229","23,909","8,213","22,346","5,715","20,112","3,085","13,593",643,"7,220",7,"1,208",0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2753,까치울,5,0,"3,763","1,074","11,568","4,256","35,852","5,902","45,053","11,018","22,898","7,397","12,746","7,739","11,232","9,647","11,894","9,924","12,229","10,153","11,776","10,132","12,206","10,863","13,203","14,201","14,278","20,745","13,855","31,663","9,266","28,887","6,952","17,949","5,670","16,302","3,869","16,869","1,626","9,534",208,"2,831",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2754,부천종합운동장,7,0,"3,818",898,"8,018","3,115","24,488","5,904","27,508","12,333","13,391","6,327","8,302","4,693","7,477","4,376","7,853","4,403","7,366","5,166","6,114","5,573","6,466","5,671","7,445","7,284","9,200","10,086","12,356","16,025","6,058","14,731","4,124","8,982","4,239","7,998","2,275","8,335",914,"5,605",101,"2,144",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2755,춘의,0,0,"5,499","1,474","10,804","6,220","27,159","30,525","27,516","55,035","17,203","17,951","11,804","10,608","10,933","8,404","11,754","8,041","11,884","9,858","11,003","9,322","10,866","10,067","12,767","11,664","26,967","14,592","47,056","20,550","18,247","21,331","12,879","14,127","10,193","12,878","5,268","11,986","2,248","8,359",329,"3,036",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2756,신중동,14,2,"6,151","1,497","19,037","5,969","53,848","17,049","52,422","48,035","29,511","33,686","22,365","18,168","21,022","16,795","22,718","17,690","21,977","19,397","20,983","19,908","22,511","21,616","25,160","25,359","31,274","31,011","47,493","49,291","23,361","53,764","23,692","27,958","16,454","23,065","13,490","21,764","6,739","17,273","1,070","6,543",0,22,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2757,부천시청,17,0,"6,157","2,183","16,653","7,656","47,024","16,881","44,377","30,566","23,797","21,822","17,530","14,416","16,869","15,558","18,600","16,579","18,366","19,927","17,808","18,745","19,780","21,359","23,338","23,815","28,484","28,864","31,067","48,414","21,480","47,382","22,239","25,836","19,323","19,595","14,931","17,212","5,696","13,482",925,"4,996",1,65,0,1,0,0,2019-06-03 10:56:25
2019-05,7호선,2758,상동,7,0,"5,489","2,118","17,933","7,708","48,171","14,709","44,989","33,391","25,814","30,481","19,345","21,816","19,224","21,440","21,437","22,955","22,447","24,584","22,810","25,292","24,579","25,368","27,691","28,684","30,559","35,280","36,918","55,935","24,395","49,093","21,897","28,531","23,642","22,662","22,459","19,758","8,555","15,034","1,633","5,387",1,341,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2759,삼산체육관,5,0,"3,452",391,"11,063","1,792","29,709","3,657","28,385","8,101","15,410","4,767","9,843","4,670","8,625","4,507","8,959","5,873","8,490","7,267","7,734","7,114","8,586","8,226","8,872","9,426","8,516","12,448","7,878","19,983","4,882","18,758","3,667","12,034","3,118","10,615","2,102","10,570","1,116","7,646",265,"2,736",1,659,0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2760,굴포천,1,0,"7,179",638,"17,550","3,634","42,891","5,803","42,443","13,523","24,811","10,514","16,077","8,148","14,224","8,781","14,642","10,148","14,034","11,732","12,285","12,656","11,995","14,103","12,974","18,190","15,256","24,964","16,746","39,157","10,191","42,042","8,334","26,350","7,292","22,075","6,593","21,240","3,495","13,171",498,"4,859",1,"1,008",0,0,0,0,2019-06-03 10:56:25
2019-05,7호선,2761,부평구청,70,2,"9,466",915,"25,390","6,160","73,325","12,733","60,481","14,141","32,476","8,106","19,956","6,752","17,169","6,934","17,031","8,183","15,464","10,006","12,820","11,097","12,695","12,527","14,131","15,715","20,940","22,577","18,937","36,981","11,473","40,695","8,604","26,870","7,413","23,773","5,852","23,465","2,454","15,403",293,"5,709",0,"1,966",0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2811,암사,17,3,"14,990","1,084","27,774","9,083","92,007","9,614","116,410","19,577","59,789","16,362","34,148","12,590","28,561","14,803","28,876","16,745","27,676","20,250","23,194","22,099","21,574","28,780","24,417","33,798","26,595","44,015","27,399","71,410","17,298","62,424","12,485","39,841","10,107","39,418","7,226","35,479","3,147","23,790",664,"5,899",0,"1,132",0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2812,천호(풍납토성),49,0,"12,189","2,102","21,127","13,775","54,277","21,307","76,166","36,193","45,882","32,985","27,560","23,846","25,417","25,331","27,037","26,364","28,860","30,577","26,442","32,036","27,474","37,213","30,890","42,904","36,941","56,785","45,160","84,850","31,401","70,517","26,204","39,928","20,273","37,342","16,949","33,152","8,184","20,234","1,624","7,238",1,409,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2813,강동구청,10,0,"4,860",991,"12,013","6,115","36,921","14,490","47,616","36,506","27,927","14,967","18,385","12,282","16,235","10,311","16,344","12,566","16,899","13,972","15,405","15,622","15,055","17,075","17,113","20,631","20,439","23,821","30,484","37,026","13,466","31,278","9,614","19,551","8,548","17,995","6,126","18,234","2,382","9,966",463,"3,667",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2814,몽촌토성(평화의문),1,0,"1,920","1,431","4,561","5,516","11,752","11,153","17,518","42,236","12,341","27,809","11,105","13,921","12,336","12,018","15,862","11,343","14,142","11,830","13,524","10,693","12,883","10,875","13,710","11,378","17,221","13,481","26,705","17,784","12,694","14,404","11,730","9,447","11,348","7,279","7,440","7,643","3,421","4,204",522,"1,523",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2815,잠실(송파구청),26,0,"1,753","2,092","4,100","11,571","9,829","33,281","15,523","81,723","12,371","48,810","11,335","29,786","13,549","35,998","16,984","34,848","21,824","37,722","26,572","34,239","32,766","35,454","36,784","35,119","47,810","40,103","70,993","49,798","45,034","34,100","44,104","18,009","41,598","12,313","33,205","9,170","11,494","4,792","1,610","1,798",1,89,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2816,석촌,0,0,"3,796",844,"6,523","4,088","19,652","9,082","30,255","25,895","17,758","20,129","12,445","13,992","12,198","12,544","13,467","13,917","13,805","15,170","12,487","15,572","13,363","15,888","14,509","18,545","17,301","21,888","21,315","33,682","12,609","28,976","12,322","17,882","14,201","14,995","9,939","12,577","4,017","8,580",596,"2,869",0,150,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2817,송파,8,7,"3,504",746,"12,210","4,939","37,724","18,277","45,484","22,034","26,892","12,625","18,023","9,154","15,809","8,464","17,223","10,563","15,858","12,997","14,193","14,750","15,819","14,858","21,001","18,963","19,165","22,076","21,866","33,303","11,851","30,147","8,565","18,405","7,148","18,763","5,245","16,598","2,207","11,841",287,"2,979",0,318,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2818,가락시장,24,0,"2,900","2,444","5,564","7,180","11,928","14,475","15,942","42,316","12,650","20,393","11,536","12,985","11,957","12,196","11,898","12,654","12,796","12,488","13,066","12,084","14,567","13,821","15,309","14,649","18,532","17,601","29,876","23,912","15,559","19,075","12,759","12,865","13,592","11,028","10,620","8,975","5,016","6,099",923,"2,768",1,686,0,0,0,0,2019-06-03 10:56:25
